name_spelling,team_id
fla. atlantic,1194
florida,1196
florida,1196
florida a&m,1197
florida a&m,1197
Florida Agricultural and Mechanical University ,1197
florida atlantic,1194
florida atlantic,1194
Florida Atlantic University ,1194
florida gulf coast,1195
florida gulf coast,1195
Florida Gulf Coast University ,1195
florida internationa,1198
florida internationa,1198
florida international,1198
florida international,1198
Florida International University ,1198
florida intl,1198
florida intl,1198
florida st,1199
florida st,1199
florida st.,1199
florida st.,1199
florida state,1199
florida state,1199
Florida State University ,1199
florida-am,1197
florida-am,1197
florida-atlantic,1194
florida-atlantic,1194
florida-gulf-coast,1195
florida-gulf-coast,1195
florida-international,1198
florida-international,1198
florida-state,1199
florida-state,1199
fordham,1200
fordham,1200
Fordham University ,1200
Fort Wayne,1236
fort wayne(ipfw),1236
fort wayne(ipfw),1236
fresno st,1201
fresno st,1201
fresno st.,1201
fresno st.,1201
fresno state,1201
fresno state,1201
fresno-state,1201
fresno-state,1201
furman,1202
furman,1202
Furman University ,1202
g washington,1203
g washington,1203
ga southern,1204
ga southern,1204
ga. southern,1204
ga. southern,1204
gardner webb,1205
gardner webb,1205
gardner-webb,1205
gardner-webb,1205
Gardner–Webb,1205
Gardner–Webb University ,1205
Gardner–Webb University (Gardner–Webb),1205
george mason,1206
george mason,1206
George Mason University ,1206
george washington,1203
george washington,1203
George Washington University ,1203
george-mason,1206
george-mason,1206
georgetown,1207
georgetown,1207
Georgetown University ,1207
george-washington,1203
george-washington,1203
georgia,1208
georgia,1208
Georgia Institute of Technology ,1210
georgia southern,1204
georgia southern,1204
Georgia Southern University ,1204
georgia st,1209
georgia st,1209
georgia st.,1209
georgia st.,1209
georgia state,1209
georgia state,1209
Georgia State University ,1209
georgia tech,1210
georgia tech,1210
georgia-southern,1204
georgia-southern,1204
georgia-state,1209
georgia-state,1209
georgia-tech,1210
georgia-tech,1210
gonzaga,1211
gonzaga,1211
Gonzaga University ,1211
grambling,1212
grambling,1212
grambling st.,1212
grambling st.,1212
grambling state,1212
grambling state,1212
Grambling State University ,1212
grambling-state,1212
grambling-state,1212
grand canyon,1213
grand canyon,1213
Grand Canyon University ,1213
grand-canyon,1213
grand-canyon,1213
green bay,1453
green bay,1453
green-bay,1453
green-bay,1453
hampton,1214
hampton,1214
Hampton University ,1214
hardin-simmons,1215
hardin-simmons,1215
hartford,1216
hartford,1216
harvard,1217
harvard,1217
Harvard University ,1217
hawai?i,1218
hawai?i,1218
hawaii,1218
hawaii,1218
high point,1219
high point,1219
High Point University ,1219
high-point,1219
high-point,1219
hofstra,1220
hofstra,1220
Hofstra University ,1220
holy cross,1221
holy cross,1221
holy-cross,1221
holy-cross,1221
houston,1222
houston,1222
houston bap,1223
houston bap,1223
houston baptist,1223
houston baptist,1223
Houston Baptist University ,1223
houston-baptist,1223
houston-baptist,1223
howard,1224
howard,1224
Howard University ,1224
idaho,1225
idaho,1225
idaho st,1226
idaho st,1226
idaho st.,1226
idaho st.,1226
idaho state,1226
idaho state,1226
Idaho State University ,1226
idaho-state,1226
idaho-state,1226
il chicago,1227
il chicago,1227
ill.-chicago,1227
ill.-chicago,1227
illinois,1228
illinois,1228
illinois st,1229
illinois st,1229
illinois st.,1229
illinois st.,1229
illinois state,1229
illinois state,1229
Illinois State University ,1229
illinois-chicago,1227
illinois-chicago,1227
illinois-state,1229
illinois-state,1229
incarnate word,1230
incarnate word,1230
incarnate-word,1230
incarnate-word,1230
indiana,1231
indiana,1231
indiana - purdue,1237
indiana - purdue,1237
indiana st,1232
indiana st,1232
indiana st.,1232
indiana st.,1232
indiana state,1232
indiana state,1232
Indiana State University ,1232
Indiana University – Purdue University Fort Wayne ,1236
Indiana University – Purdue University Fort Wayne (Fort Wayne),1236
Indiana University – Purdue University Indianapolis ,1237
Indiana University Bloomington ,1231
indiana-state,1232
indiana-state,1232
iona,1233
iona,1233
Iona College ,1233
iowa,1234
iowa,1234
iowa st,1235
iowa st,1235
iowa st.,1235
iowa st.,1235
iowa state,1235
iowa state,1235
Iowa State University ,1235
iowa-state,1235
iowa-state,1235
ipfw,1236
ipfw,1236
iupu - ft. wayne,1236
iupu - ft. wayne,1236
iupu-fort wayne,1236
iupu-fort wayne,1236
iupu-fort-wayne,1236
iupu-fort-wayne,1236
iupui,1237
iupui,1237
jackson st,1238
jackson st,1238
jackson st.,1238
jackson st.,1238
jackson state,1238
jackson state,1238
Jackson State University ,1238
jackson-state,1238
jackson-state,1238
jacksonville,1239
jacksonville,1239
jacksonville st,1240
jacksonville st,1240
jacksonville st.,1240
jacksonville st.,1240
jacksonville state,1240
jacksonville state,1240
Jacksonville State University ,1240
Jacksonville University ,1239
jacksonville-state,1240
jacksonville-state,1240
james madison,1241
james madison,1241
James Madison University ,1241
james-madison,1241
james-madison,1241
kansas,1242
kansas,1242
kansas st,1243
kansas st,1243
kansas st.,1243
kansas st.,1243
kansas state,1243
kansas state,1243
Kansas State University ,1243
kansas-state,1243
kansas-state,1243
kennesaw,1244
kennesaw,1244
kennesaw st.,1244
kennesaw st.,1244
kennesaw state,1244
kennesaw state,1244
Kennesaw State University ,1244
kennesaw-state,1244
kennesaw-state,1244
kent,1245
kent,1245
kent st.,1245
kent st.,1245
kent state,1245
kent state,1245
Kent State University ,1245
kent-state,1245
kent-state,1245
kentucky,1246
kentucky,1246
la salle,1247
la salle,1247
La Salle University,1247
la.-lafayette,1418
la.-lafayette,1418
la.-monroe,1419
la.-monroe,1419
lafayette,1248
lafayette,1248
Lafayette College ,1248
lamar,1249
lamar,1249
Lamar University ,1249
la-salle,1247
la-salle,1247
lehigh,1250
lehigh,1250
Lehigh University ,1250
liberty,1251
liberty,1251
Liberty University ,1251
lipscomb,1252
lipscomb,1252
Lipscomb University ,1252
little rock,1114
little rock,1114
liu brooklyn,1254
liu brooklyn,1254
liu-brooklyn,1254
liu-brooklyn,1254
long beach st,1253
long beach st,1253
long beach st.,1253
long beach st.,1253
long beach state,1253
long beach state,1253
long island,1254
long island,1254
long island university,1254
long island university,1254
Long Island University (Brooklyn Campus) (LIU Brooklyn),1254
Long Island University (Brooklyn),1254
long-beach-state,1253
long-beach-state,1253
long-island,1254
long-island,1254
long-island-university,1254
long-island-university,1254
longwood,1255
longwood,1255
Longwood University ,1255
louisiana state,1261
louisiana state,1261
Louisiana State University ,1261
louisiana tech,1256
louisiana tech,1256
Louisiana Tech University ,1256
louisiana-lafayette,1418
louisiana-lafayette,1418
louisiana-monroe,1419
louisiana-monroe,1419
louisiana-state,1261
louisiana-state,1261
louisiana-tech,1256
louisiana-tech,1256
louisville,1257
louisville,1257
loy marymount,1258
loy marymount,1258
loyola (il),1260
loyola (il),1260
loyola (md),1259
loyola (md),1259
loyola chicago,1260
loyola chicago,1260
loyola maryland,1259
loyola maryland,1259
loyola marymount,1258
loyola marymount,1258
Loyola Marymount University ,1258
loyola md,1259
loyola md,1259
Loyola University Chicago ,1260
Loyola University Maryland ,1259
loyola-c,1260
loyola-c,1260
loyola-chicago,1260
loyola-chicago,1260
loyola-il,1260
loyola-il,1260
loyola-maryland,1259
loyola-maryland,1259
loyola-marymount,1258
loyola-marymount,1258
loyola-md,1259
loyola-md,1259
lsu,1261
lsu,1261
ma lowell,1262
ma lowell,1262
maine,1263
maine,1263
manhattan,1264
manhattan,1264
Manhattan College ,1264
marist,1265
marist,1265
Marist College ,1265
marquette,1266
marquette,1266
Marquette University ,1266
marshall,1267
marshall,1267
Marshall University ,1267
maryland,1268
maryland,1268
maryland - e. shore,1271
maryland - e. shore,1271
maryland eastern shore,1271
maryland eastern shore,1271
maryland-baltimore county,1420
maryland-baltimore county,1420
maryland-baltimore-county,1420
maryland-baltimore-county,1420
maryland-eastern shore,1271
maryland-eastern shore,1271
maryland-eastern-shore,1271
maryland-eastern-shore,1271
massachusetts,1269
massachusetts,1269
massachusetts lowell,1262
massachusetts lowell,1262
massachusetts-lowell,1262
massachusetts-lowell,1262
mcneese st,1270
mcneese st,1270
mcneese st.,1270
mcneese st.,1270
mcneese state,1270
mcneese state,1270
McNeese State University ,1270
mcneese-state,1270
mcneese-state,1270
md baltimore co,1420
md baltimore co,1420
md baltimore cty,1420
md baltimore cty,1420
md e shore,1271
md e shore,1271
md. eastern shore,1271
md. eastern shore,1271
memphis,1272
memphis,1272
mercer,1273
mercer,1273
Mercer University ,1273
miami - florida,1274
miami - florida,1274
miami (fl),1274
miami (fl),1274
miami (oh),1275
miami (oh),1275
miami fl,1274
miami fl,1274
miami oh,1275
miami oh,1275
Miami University ,1325
miami-fl,1274
miami-fl,1274
miami-florida,1274
miami-florida,1274
miami-oh,1275
miami-oh,1275
miami-ohio,1275
miami-ohio,1275
michigan,1276
michigan,1276
michigan st,1277
michigan st,1277
michigan st.,1277
michigan st.,1277
michigan state,1277
michigan state,1277
Michigan State University ,1277
michigan-state,1277
michigan-state,1277
middle tenn st,1292
middle tenn st,1292
middle tenn st.,1292
middle tenn st.,1292
middle tenn.,1292
middle tenn.,1292
middle tennessee,1292
middle tennessee,1292
middle tennessee st.,1292
middle tennessee st.,1292
Middle Tennessee State University ,1292
middle-tennessee,1292
middle-tennessee,1292
middle-tennessee-state,1292
middle-tennessee-state,1292
milwaukee,1454
milwaukee,1454
minnesota,1278
minnesota,1278
miss valley st.,1290
miss valley st.,1290
Miss Valley State,1290
mississippi,1279
mississippi,1279
mississippi st,1280
mississippi st,1280
mississippi st.,1280
mississippi st.,1280
mississippi state,1280
mississippi state,1280
Mississippi State University ,1280
mississippi val.,1290
mississippi val.,1290
mississippi valley state,1290
mississippi valley state,1290
Mississippi Valley State University ,1290
Mississippi Valley State University (Miss Valley State),1290
mississippi-state,1280
mississippi-state,1280
mississippi-valley-state,1290
mississippi-valley-state,1290
missouri,1281
missouri,1281
missouri kc,1282
missouri kc,1282
missouri st,1283
missouri st,1283
missouri st.,1283
missouri st.,1283
missouri state,1283
missouri state,1283
Missouri State University ,1283
missouri-kansas city,1282
missouri-kansas city,1282
missouri-kansas-city,1282
missouri-kansas-city,1282
missouri-state,1283
missouri-state,1283
mo kansas city,1282
mo kansas city,1282
monmouth,1284
monmouth,1284
monmouth nj,1284
monmouth nj,1284
Monmouth University ,1284
monmouth-nj,1284
monmouth-nj,1284
montana,1285
montana,1285
montana st,1286
montana st,1286
montana st.,1286
montana st.,1286
montana state,1286
montana state,1286
Montana State University ,1286
montana-state,1286
montana-state,1286
morehead st,1287
morehead st,1287
morehead st.,1287
morehead st.,1287
morehead state,1287
morehead state,1287
Morehead State University ,1287
morehead-state,1287
morehead-state,1287
morgan st,1288
morgan st,1288
morgan st.,1288
morgan st.,1288
morgan state,1288
morgan state,1288
Morgan State University ,1288
morgan-state,1288
morgan-state,1288
morris brown,1289
morris brown,1289
morris-brown,1289
morris-brown,1289
mount saint marys,1291
mount saint marys,1291
mount saint mary's,1291
mount saint mary's,1291
mount st. marys,1291
mount st. marys,1291
mount st. mary's,1291
mount st. mary's,1291
Mount St. Mary's University ,1291
mount-st-marys,1291
mount-st-marys,1291
ms valley st,1290
ms valley st,1290
ms valley state,1290
ms valley state,1290
mt st mary's,1291
mt st mary's,1291
mt st. mary's,1291
mt st. mary's,1291
mt. st. mary`s,1291
mt. st. mary`s,1291
mtsu,1292
mtsu,1292
murray st,1293
murray st,1293
murray st.,1293
murray st.,1293
murray state,1293
murray state,1293
Murray State University ,1293
murray-state,1293
murray-state,1293
mvsu(miss. valley st,1290
mvsu(miss. valley st,1290
n colorado,1294
n colorado,1294
n dakota st,1295
n dakota st,1295
n illinois,1296
n illinois,1296
n kentucky,1297
n kentucky,1297
n. carolina a&t,1299
n. carolina a&t,1299
n.c. a&t,1299
n.c. a&t,1299
n.c. asheville,1421
n.c. asheville,1421
n.c. central,1300
n.c. central,1300
n.c. state,1301
n.c. state,1301
n.j.i.t.,1312
n.j.i.t.,1312
navy,1298
navy,1298
nc a&t,1299
nc a&t,1299
nc asheville,1421
nc asheville,1421
nc central,1300
nc central,1300
nc charlotte,1150
nc charlotte,1150
nc greensboro,1422
nc greensboro,1422
nc state,1301
nc state,1301
nc wilmington,1423
nc wilmington,1423
NCCU,1300
nc-greensboro,1422
nc-greensboro,1422
nc-wilmington,1423
nc-wilmington,1423
ne illinois,1302
ne illinois,1302
ne omaha,1303
ne omaha,1303
nebraska,1304
nebraska,1304
nebraska omaha,1303
nebraska omaha,1303
nebraska-omaha,1303
nebraska-omaha,1303
nevada,1305
nevada,1305
nevada-las vegas,1424
nevada-las vegas,1424
nevada-las-vegas,1424
nevada-las-vegas,1424
new hampshire,1306
new hampshire,1306
New Jersey Institute of Technology ,1312
new jersey tech,1312
new jersey tech,1312
new mexico,1307
new mexico,1307
new mexico st,1308
new mexico st,1308
new mexico st.,1308
new mexico st.,1308
new mexico state,1308
new mexico state,1308
New Mexico State University ,1308
new orleans,1309
new orleans,1309
new-hampshire,1306
new-hampshire,1306
new-jersey-tech,1312
new-jersey-tech,1312
new-mexico,1307
new-mexico,1307
new-mexico-state,1308
new-mexico-state,1308
new-orleans,1309
new-orleans,1309
niagara,1310
niagara,1310
Niagara University ,1310
nicholls,1311
nicholls,1311
nicholls st,1311
nicholls st,1311
nicholls st.,1311
nicholls st.,1311
nicholls state,1311
nicholls state,1311
Nicholls State University ,1311
nicholls-state,1311
nicholls-state,1311
njit,1312
njit,1312
no.carolina a&t,1299
no.carolina a&t,1299
norfolk st,1313
norfolk st,1313
norfolk st.,1313
norfolk st.,1313
norfolk state,1313
norfolk state,1313
Norfolk State University ,1313
norfolk-state,1313
norfolk-state,1313
north carolina,1314
north carolina,1314
north carolina a&t,1299
north carolina a&t,1299
North Carolina Agricultural and Technical State University ,1299
north carolina central,1300
north carolina central,1300
North Carolina Central University ,1300
North Carolina Central University (NCCU),1300
north carolina st.,1301
north carolina st.,1301
north carolina state,1301
north carolina state,1301
North Carolina State University ,1301
north carolina-asheville,1421
north carolina-asheville,1421
north carolina-greensboro,1422
north carolina-greensboro,1422
north carolina-wilmington,1423
north carolina-wilmington,1423
north dakota,1315
north dakota,1315
north dakota st.,1295
north dakota st.,1295
north dakota state,1295
north dakota state,1295
North Dakota State University ,1295
north florida,1316
north florida,1316
north texas,1317
north texas,1317
north-carolina,1314
north-carolina,1314
north-carolina-asheville,1421
north-carolina-asheville,1421
north-carolina-at,1299
north-carolina-at,1299
north-carolina-central,1300
north-carolina-central,1300
north-carolina-charlotte,1150
north-carolina-charlotte,1150
north-carolina-greensboro,1422
north-carolina-greensboro,1422
north-carolina-state,1301
north-carolina-state,1301
north-carolina-wilmington,1423
north-carolina-wilmington,1423
north-dakota,1315
north-dakota,1315
north-dakota-state,1295
north-dakota-state,1295
northeastern,1318
northeastern,1318
northeastern illinois,1302
northeastern illinois,1302
Northeastern University ,1318
northern ariz.,1319
northern ariz.,1319
northern arizona,1319
northern arizona,1319
Northern Arizona University ,1319
northern colo.,1294
northern colo.,1294
northern colorado,1294
northern colorado,1294
northern ill.,1296
northern ill.,1296
northern illinois,1296
northern illinois,1296
Northern Illinois University ,1296
northern iowa,1320
northern iowa,1320
northern kentucky,1297
northern kentucky,1297
Northern Kentucky University ,1297
northern ky.,1297
northern ky.,1297
northern-arizona,1319
northern-arizona,1319
northern-colorado,1294
northern-colorado,1294
northern-illinois,1296
northern-illinois,1296
northern-iowa,1320
northern-iowa,1320
northern-kentucky,1297
northern-kentucky,1297
north-florida,1316
north-florida,1316
north-texas,1317
north-texas,1317
northwestern,1321
northwestern,1321
northwestern la,1322
northwestern la,1322
northwestern st.,1322
northwestern st.,1322
northwestern state,1322
northwestern state,1322
Northwestern State University ,1322
Northwestern University ,1321
northwestern-state,1322
northwestern-state,1322
notre dame,1323
notre dame,1323
notre-dame,1323
notre-dame,1323
oakland,1324
oakland,1324
Oakland University ,1324
ohio,1325
ohio,1325
ohio st,1326
ohio st,1326
ohio st.,1326
ohio st.,1326
ohio state,1326
ohio state,1326
Ohio State University ,1326
Ohio University ,1325
ohio-state,1326
ohio-state,1326
okla city,1327
okla city,1327
oklahoma,1328
oklahoma,1328
oklahoma city,1327
oklahoma city,1327
oklahoma st,1329
oklahoma st,1329
oklahoma st.,1329
oklahoma st.,1329
oklahoma state,1329
oklahoma state,1329
Oklahoma State University–Stillwater ,1329
oklahoma-state,1329
oklahoma-state,1329
old dominion,1330
old dominion,1330
Old Dominion University ,1330
old-dominion,1330
old-dominion,1330
ole miss,1279
ole miss,1279
omaha,1303
omaha,1303
oral roberts,1331
oral roberts,1331
Oral Roberts University ,1331
oral-roberts,1331
oral-roberts,1331
oregon,1332
oregon,1332
oregon st,1333
oregon st,1333
oregon st.,1333
oregon st.,1333
oregon state,1333
oregon state,1333
Oregon State University ,1333
oregon-state,1333
oregon-state,1333
pacific,1334
pacific,1334
penn,1335
penn,1335
penn st,1336
penn st,1336
penn st.,1336
penn st.,1336
penn state,1336
penn state,1336
penn-state,1336
penn-state,1336
pennsylvania,1335
pennsylvania,1335
Pennsylvania State University ,1336
pepperdine,1337
pepperdine,1337
Pepperdine University ,1337
pitt,1338
pitt,1338
pittsburgh,1338
pittsburgh,1338
portland,1339
portland,1339
portland st,1340
portland st,1340
portland st.,1340
portland st.,1340
portland state,1340
portland state,1340
Portland State University ,1340
portland-state,1340
portland-state,1340
prairie view,1341
prairie view,1341
prairie view a&m,1341
prairie view a&m,1341
Prairie View A&M University ,1341
prairie-view-am,1341
prairie-view-am,1341
presbyterian,1342
presbyterian,1342
Presbyterian College ,1342
princeton,1343
princeton,1343
Princeton University ,1343
providence,1344
providence,1344
Providence College ,1344
purdue,1345
purdue,1345
Purdue University ,1345
quinnipiac,1346
quinnipiac,1346
Quinnipiac University ,1346
radford,1347
radford,1347
Radford University ,1347
rhode island,1348
rhode island,1348
rhode-island,1348
rhode-island,1348
rice,1349
rice,1349
Rice University ,1349
